timestamp,open,high,low,close,volume
1704067200,94000.0,94045.12,93863.44,93870.91,60.5142
1704067260,93870.91,93934.96,93800.09,93802.78,78.6806
1704067320,93802.78,93908.08,93781.38,93875.74,24.3128
1704067380,93875.74,93938.16,93691.43,93752.57,53.5184
1704067440,93752.57,93839.5,93749.35,93752.92,25.1607
1704067500,93752.92,93806.22,93598.75,93676.27,83.7273
1704067560,93676.27,93680.23,93590.56,93590.61,59.2072
1704067620,93590.61,93655.23,93545.81,93560.54,79.4308
1704067680,93560.54,93600.2,93495.36,93595.09,91.4069
1704067740,93595.09,93692.03,93557.64,93611.13,68.7378
1704067800,93611.13,93628.38,93514.17,93533.01,54.1958
1704067860,93533.01,93608.55,93368.13,93446.85,60.94
1704067920,93446.85,93474.43,93245.25,93308.58,11.0801
1704067980,93308.58,93504.53,93270.79,93422.11,32.1262
1704068040,93422.11,93478.29,93361.61,93377.5,86.3172
1704068100,93377.5,93388.99,93140.5,93200.31,12.0768
1704068160,93200.31,93238.73,93132.08,93194.59,73.6368
1704068220,93194.59,93198.94,93026.49,93116.31,17.6458
1704068280,93116.31,93295.84,93034.76,93226.07,24.3182
1704068340,93226.07,93287.46,93064.58,93078.16,68.3754
1704068400,93078.16,93271.63,93023.11,93219.72,52.7976
1704068460,93219.72,93460.19,93128.11,93401.88,89.1442
1704068520,93401.88,93606.21,93313.63,93534.78,50.8461
1704068580,93534.78,93686.25,93523.95,93670.35,76.5079
1704068640,93670.35,93747.38,93520.06,93573.71,71.4169
1704068700,93573.71,93724.84,93550.37,93712.39,72.5704
1704068760,93712.39,93777.78,93553.49,93588.31,35.1611
1704068820,93588.31,93609.08,93509.9,93590.46,31.1246
1704068880,93590.46,93833.12,93500.69,93758.83,33.5632
1704068940,93758.83,93792.97,93664.92,93672.94,61.6257
1704069000,93672.94,93726.08,93620.08,93689.26,29.3345
1704069060,93689.26,93775.78,93515.69,93543.83,37.8551
1704069120,93543.83,93650.03,93506.57,93621.42,52.1308
1704069180,93621.42,93814.01,93569.75,93737.51,45.1005
1704069240,93737.51,93898.83,93707.38,93834.89,72.3723
1704069300,93834.89,94100.39,93799.04,94006.94,79.0716
1704069360,94006.94,94075.99,93924.29,93983.24,41.0831
1704069420,93983.24,93988.67,93865.61,93912.43,33.5342
1704069480,93912.43,94001.83,93754.14,93804.16,30.672
1704069540,93804.16,93970.38,93724.64,93924.07,29.5766
1704069600,93924.07,93951.93,93803.22,93807.91,37.5156
1704069660,93807.91,93985.61,93732.01,93929.03,36.8366
1704069720,93929.03,93955.84,93779.97,93780.3,45.7755
1704069780,93780.3,94001.51,93701.0,93909.69,26.7972
1704069840,93909.69,93938.89,93880.96,93932.11,59.1663
1704069900,93932.11,93992.41,93815.47,93816.08,12.0186
1704069960,93816.08,93839.9,93760.63,93823.88,48.5049
1704070020,93823.88,93937.6,93777.41,93933.23,32.1742
1704070080,93933.23,93991.51,93902.19,93983.78,81.0759
1704070140,93983.78,94033.29,93807.71,93889.96,52.7014
1704070200,93889.96,93956.42,93785.84,93822.87,90.7057
1704070260,93822.87,93825.86,93681.38,93767.35,96.9015
1704070320,93767.35,93852.08,93640.42,93732.36,13.8966
1704070380,93732.36,93800.6,93660.91,93771.21,58.0367
1704070440,93771.21,93826.75,93640.75,93703.09,22.0919
1704070500,93703.09,93706.27,93625.46,93651.22,59.9131
1704070560,93651.22,93678.12,93641.57,93658.34,90.1994
1704070620,93658.34,93722.15,93491.4,93508.13,50.3079
1704070680,93508.13,93718.88,93419.85,93695.14,89.232
1704070740,93695.14,93843.32,93620.33,93799.22,60.8182
1704070800,93799.22,93976.16,93750.55,93973.87,38.6252
1704070860,93973.87,94067.45,93897.03,93982.62,38.361
1704070920,93982.62,94021.51,93868.28,93945.13,77.6171
1704070980,93945.13,93946.6,93792.18,93799.42,19.399
1704071040,93799.42,93890.84,93755.42,93764.48,47.1477
1704071100,93764.48,93839.52,93546.58,93591.44,21.9654
